Date,Close/Last,Volume,Open,High,Low
11/19/2025,$222.69,58335640,$223.735,$223.735,$218.52
11/18/2025,$222.55,60608440,$228.10,$230.20,$222.42
11/17/2025,$232.87,59919020,$233.25,$234.60,$229.19
11/14/2025,$234.69,38956670,$235.06,$238.73,$232.89
11/13/2025,$237.58,41401740,$243.05,$243.75,$236.50
11/12/2025,$244.20,31190060,$250.235,$250.37,$243.75
11/11/2025,$249.10,23564060,$248.41,$249.7499,$247.23
11/10/2025,$248.40,36476510,$248.34,$251.75,$245.59
11/07/2025,$244.41,46374290,$242.90,$244.90,$238.49
11/06/2025,$243.04,46004200,$249.155,$250.38,$242.17
11/05/2025,$250.20,40610700,$249.03,$251.00,$246.16
11/04/2025,$249.32,51546310,$250.38,$257.01,$248.66
11/03/2025,$254.00,95997820,$255.36,$258.60,$252.90
10/31/2025,$244.22,166340800,$250.10,$250.50,$243.98
10/30/2025,$222.86,102252900,$227.06,$228.44,$222.75
10/29/2025,$230.30,52036150,$231.672,$232.82,$227.76
10/28/2025,$229.25,47100030,$228.215,$231.485,$226.21
10/27/2025,$226.97,38267000,$227.66,$228.40,$225.54
10/24/2025,$224.21,38685050,$221.97,$225.40,$221.90
10/23/2025,$221.09,31540000,$219.00,$221.30,$218.18
10/22/2025,$217.95,44308540,$219.30,$220.005,$216.52
10/21/2025,$222.03,50494570,$218.43,$223.32,$217.99
10/20/2025,$216.48,38882820,$213.88,$216.69,$213.59
10/17/2025,$213.04,45986940,$214.56,$214.80,$211.03
10/16/2025,$214.47,42414590,$215.67,$218.59,$212.8101
10/15/2025,$215.57,45909470,$216.62,$217.71,$212.66
10/14/2025,$216.39,45665580,$215.555,$219.32,$212.60
10/13/2025,$220.07,37809650,$217.70,$220.68,$217.04
10/10/2025,$216.37,72367510,$226.21,$228.25,$216.00
10/09/2025,$227.74,46412120,$224.995,$228.21,$221.75
10/08/2025,$225.22,46685990,$222.92,$226.73,$221.19
10/07/2025,$221.78,31194680,$220.88,$222.89,$220.17
10/06/2025,$220.90,43690880,$221.00,$221.73,$216.03
10/03/2025,$219.51,43639030,$223.44,$224.20,$219.34
10/02/2025,$222.41,41258590,$221.01,$222.81,$218.945
10/01/2025,$220.63,43933830,$217.36,$222.15,$216.61
09/30/2025,$219.57,48396370,$222.03,$222.24,$217.89
09/29/2025,$222.17,44259180,$220.08,$222.60,$219.30
09/26/2025,$219.78,41650100,$219.08,$221.05,$218.02
09/25/2025,$218.15,52226330,$220.06,$220.67,$216.47
09/24/2025,$220.21,49509030,$224.15,$224.56,$219.45
09/23/2025,$220.71,70956190,$227.83,$227.86,$220.07
09/22/2025,$227.63,45914510,$230.56,$230.565,$227.51
09/19/2025,$231.48,97943170,$232.37,$234.16,$229.70
09/18/2025,$231.23,37931740,$232.50,$233.48,$228.79
09/17/2025,$231.62,42815230,$233.77,$234.30,$228.71
09/16/2025,$234.05,38203910,$232.935,$235.90,$232.23
09/15/2025,$231.43,33243330,$230.625,$233.73,$230.32
09/12/2025,$228.15,38496220,$230.35,$230.79,$226.29
09/11/2025,$229.95,37485600,$231.49,$231.53,$229.3377
09/10/2025,$230.33,60907710,$237.515,$237.68,$229.0962
09/09/2025,$238.24,27033780,$236.355,$238.85,$235.08
09/08/2025,$235.84,33947100,$234.94,$237.60,$233.75
09/05/2025,$232.33,36721800,$235.19,$236.00,$231.93
09/04/2025,$235.68,59391780,$231.185,$235.77,$230.78
09/03/2025,$225.99,29223130,$225.21,$227.1699,$224.36
09/02/2025,$225.34,38843880,$223.52,$226.17,$221.83
08/29/2025,$229.00,26199170,$231.32,$231.8125,$228.16
08/28/2025,$231.60,33679590,$229.005,$232.71,$228.02
08/27/2025,$229.12,21254480,$228.57,$229.87,$227.81
08/26/2025,$228.71,26105370,$227.11,$229.00,$226.02
08/25/2025,$227.94,22633700,$227.35,$229.60,$227.31
08/22/2025,$228.84,37315340,$222.79,$229.14,$220.82
08/21/2025,$221.95,32140460,$222.65,$222.78,$220.50
08/20/2025,$223.81,36604320,$227.12,$227.27,$220.915
08/19/2025,$228.01,29891010,$230.09,$230.5283,$227.12
08/18/2025,$231.49,25248890,$230.225,$231.91,$228.33
08/15/2025,$231.03,39649240,$232.58,$234.08,$229.807
08/14/2025,$230.98,61545820,$227.40,$233.11,$227.02
08/13/2025,$224.56,36508340,$222.00,$224.9185,$222.00
08/12/2025,$221.47,37254710,$222.23,$223.50,$219.05
08/11/2025,$221.30,31646220,$221.78,$223.05,$220.40
08/08/2025,$222.69,32970480,$223.14,$223.80,$221.8836
08/07/2025,$223.13,40603510,$221.00,$226.22,$220.82
08/06/2025,$222.31,54823050,$214.695,$222.65,$213.7409
08/05/2025,$213.75,51505120,$213.05,$216.30,$212.87
08/04/2025,$211.65,77890150,$217.40,$217.44,$211.42
08/01/2025,$214.75,122258800,$217.21,$220.4399,$212.80
07/31/2025,$234.11,104357300,$235.77,$236.53,$231.40
07/30/2025,$230.19,32993270,$231.64,$231.80,$229.29
07/29/2025,$231.01,33716220,$234.15,$234.72,$230.31
07/28/2025,$232.79,26300140,$233.35,$234.29,$232.25
07/25/2025,$231.44,28712100,$232.22,$232.48,$231.18
07/24/2025,$232.23,42902270,$229.17,$236.00,$228.64
07/23/2025,$228.29,28294850,$228.47,$228.79,$227.09
07/22/2025,$227.47,37483700,$229.68,$230.00,$226.35
07/21/2025,$229.30,40297560,$225.835,$229.69,$225.65
07/18/2025,$226.13,37833810,$225.14,$226.40,$222.98
07/17/2025,$223.88,31855830,$223.32,$224.50,$222.51
07/16/2025,$223.19,39535930,$225.875,$226.10,$222.18
07/15/2025,$226.35,34907290,$226.20,$227.27,$225.455
07/14/2025,$225.69,35702600,$225.07,$226.66,$224.24
07/11/2025,$225.02,50518310,$223.58,$226.6799,$222.37
07/10/2025,$222.26,30370590,$221.55,$222.79,$219.70
07/09/2025,$222.54,38155120,$221.07,$224.29,$220.47
07/08/2025,$219.36,45691990,$223.915,$224.00,$218.43
07/07/2025,$223.47,36604140,$223.00,$224.29,$222.37
07/03/2025,$223.41,29632350,$221.82,$224.01,$221.36
07/02/2025,$219.92,30894180,$219.73,$221.60,$219.06
07/01/2025,$220.46,39256830,$219.50,$221.875,$217.93
06/30/2025,$219.39,58887780,$223.52,$223.82,$219.12
06/27/2025,$223.30,119217100,$219.92,$223.30,$216.74
06/26/2025,$217.12,50480810,$213.12,$218.035,$212.01
06/25/2025,$211.99,31755700,$214.615,$216.03,$211.11
06/24/2025,$212.77,38378760,$212.135,$214.34,$211.045
06/23/2025,$208.47,37311730,$209.79,$210.39,$207.3101
06/20/2025,$209.69,75350730,$214.68,$214.89,$208.2709
06/18/2025,$212.52,44360510,$215.09,$217.96,$212.34
06/17/2025,$214.82,32086260,$215.195,$217.41,$214.56
06/16/2025,$216.10,33284160,$212.31,$217.06,$211.60
06/13/2025,$212.10,29337760,$209.96,$214.05,$209.62
06/12/2025,$213.24,27639990,$211.78,$213.58,$211.33
06/11/2025,$213.20,39325980,$217.41,$218.40,$212.89
06/10/2025,$217.61,31303320,$216.78,$217.69,$214.15
06/09/2025,$216.98,38102500,$214.75,$217.85,$212.88
06/06/2025,$213.57,39832500,$212.40,$213.8699,$210.50
06/05/2025,$207.91,51979240,$209.55,$212.81,$207.56
06/04/2025,$207.23,29915590,$206.55,$208.18,$205.18
06/03/2025,$205.71,33139120,$207.105,$208.9469,$205.03
06/02/2025,$206.65,29113320,$204.98,$207.00,$202.68
05/30/2025,$205.01,51679410,$204.84,$205.99,$201.695
05/29/2025,$205.70,34700010,$208.025,$208.81,$204.23
05/28/2025,$204.72,28549750,$205.915,$207.66,$204.41
05/27/2025,$206.02,34892040,$203.085,$206.69,$202.19
05/23/2025,$200.99,33393550,$198.90,$202.37,$197.85
05/22/2025,$203.10,38938880,$201.38,$205.76,$200.16
05/21/2025,$201.12,42460920,$201.61,$203.455,$200.06
05/20/2025,$204.07,29470370,$204.628,$205.5899,$202.65
05/19/2025,$206.16,34314810,$201.645,$206.62,$201.26
05/16/2025,$205.59,43318480,$206.85,$206.85,$204.374
05/15/2025,$205.17,64347320,$206.45,$206.88,$202.673
05/14/2025,$210.25,38492130,$211.45,$211.93,$208.85
05/13/2025,$211.37,56193680,$211.08,$214.84,$210.10
05/12/2025,$208.64,75205040,$210.71,$211.66,$205.75
05/09/2025,$193.06,29663140,$193.375,$194.69,$191.16
05/08/2025,$192.08,41043620,$191.43,$194.33,$188.82
05/07/2025,$188.71,44002930,$185.56,$190.99,$185.01
05/06/2025,$185.01,29314060,$184.57,$187.93,$183.85
05/05/2025,$186.35,35217470,$186.51,$188.18,$185.53
05/02/2025,$189.98,77903490,$191.435,$192.88,$186.40
05/01/2025,$190.20,74265960,$190.63,$191.8071,$187.50
04/30/2025,$184.42,55176540,$182.17,$185.05,$178.85
04/29/2025,$187.39,41667260,$183.99,$188.0158,$183.68
04/28/2025,$187.70,33224730,$190.105,$190.22,$184.885
04/25/2025,$188.99,36414330,$187.62,$189.94,$185.49
04/24/2025,$186.54,43763200,$180.915,$186.74,$180.18
04/23/2025,$180.60,63470150,$183.45,$187.38,$180.19
04/22/2025,$173.18,56607200,$169.845,$176.78,$169.35
04/21/2025,$167.32,48126110,$169.60,$169.60,$165.285
04/17/2025,$172.61,44726450,$176.00,$176.21,$172.00
04/16/2025,$174.33,51875320,$176.29,$179.1046,$171.41
04/15/2025,$179.59,43641950,$181.41,$182.35,$177.9331
04/14/2025,$182.12,48002540,$186.84,$187.44,$179.23
04/11/2025,$184.87,50594340,$179.93,$185.86,$178.00
04/10/2025,$181.22,68302050,$185.44,$186.8692,$175.8518
04/09/2025,$191.10,116804300,$172.115,$192.65,$169.93
04/08/2025,$170.66,87710360,$185.23,$185.90,$168.57
04/07/2025,$175.26,109327100,$162.00,$183.4099,$161.38
04/04/2025,$171.00,123159400,$167.145,$178.1436,$166.00
04/03/2025,$178.41,95553620,$182.995,$184.13,$176.92
04/02/2025,$196.01,53679200,$187.66,$198.34,$187.66
04/01/2025,$192.17,41267320,$187.86,$193.93,$187.20
03/31/2025,$190.26,63547560,$188.19,$191.33,$184.40
03/28/2025,$192.72,52548230,$198.42,$199.26,$191.881
03/27/2025,$201.36,27317660,$200.89,$203.79,$199.2821
03/26/2025,$201.13,32990970,$205.835,$206.01,$199.925
03/25/2025,$205.71,31171160,$203.595,$206.21,$203.22
03/24/2025,$203.26,41625370,$200.00,$203.64,$199.95
03/21/2025,$196.21,60056920,$192.90,$196.99,$192.52
03/20/2025,$194.95,38921110,$193.07,$199.32,$192.30
03/19/2025,$195.54,39442880,$193.38,$195.965,$191.96
03/18/2025,$192.82,40414870,$192.52,$194.00,$189.38
03/17/2025,$195.74,47341750,$198.77,$199.00,$194.3247
03/14/2025,$197.95,38096660,$197.41,$198.65,$195.32
